조사월,기온_C,야간기온_C,DIF,EC_dS_m,일사량_Wm2,slr_wma,관수량,경과일,GDD정규화,GDD정규화_sq,적산온도,누적일사량,CU_norm,연간CU,NDVI,ET0_mm,종형_T,종형_EC,줄기굵기_실측,엽장_실측,런너번호,꽃수,관부직경_mm,과실수대리,과당무게대리_g,수확량_kg_10a,당도_Brix,특품율
11,6.2,-4.9,11.1,1.14,298.0,303.4,2.5,27.0,0.2218,0.0492,8.3,793.0,0.6021,782.0,0.4134,0.5,217.59,0.0019,5.9,12.6,1.0,16.12699335028757,10.15,13.18,16.8,795.0,7.99,0.499
4,17.0,8.3,8.7,0.63,545.6,540.5,0.2,35.0,0.6943,0.482,29.5,1887.1,0.6008,781.0,0.7441,0.5,15.66,0.2228,5.55,14.9,3.0,12.154230131912255,9.55,9.0,19.9,3389.6,9.05,0.448
12,2.2,-8.9,11.1,0.85,394.7,395.2,3.7,23.0,0.19,0.0361,2.5,900.1,0.7199,876.0,0.37,0.5,352.92,0.064,3.93,10.5,4.0,13.950420455669086,6.76,9.84,19.0,795.0,8.55,0.367
4,15.2,4.8,10.4,1.01,472.7,476.5,0.4,24.0,0.4043,0.1635,18.1,1123.3,0.5091,707.0,0.4813,0.5,33.56,0.0085,5.12,12.5,4.0,17.648938397917114,8.81,12.44,19.2,978.0,8.26,0.467
1,0.5,-8.3,8.8,1.34,269.9,258.0,1.9,17.0,0.1391,0.0194,0.4,450.6,0.6163,793.0,0.3533,0.5,420.69,0.0589,4.0,11.5,3.0,9.33281171326113,6.88,6.89,14.0,795.0,7.98,0.475
3,3.6,-5.8,9.4,1.2,445.1,427.2,2.2,58.0,0.485,0.2352,10.4,2590.2,0.6591,827.0,0.5081,0.5,304.0,0.0092,4.71,9.0,3.0,16.601216943594384,8.1,12.38,17.5,795.0,9.14,0.471
1,5.5,-7.4,12.9,0.68,174.8,185.5,0.7,12.0,0.0963,0.0093,3.2,201.9,0.5982,779.0,0.2018,0.5,240.98,0.1783,3.9,8.6,2.0,13.736371401903972,6.71,10.78,17.5,795.0,5.09,0.47
2,4.3,-5.8,10.1,0.81,272.0,286.6,2.3,18.0,0.1515,0.023,3.9,494.7,0.5063,705.0,0.3508,0.5,279.1,0.0863,4.7,10.5,3.0,22.720866554023537,8.09,16.85,16.4,795.0,6.38,0.346
2,-3.6,-14.2,10.6,1.91,353.8,350.4,0.7,16.0,0.1329,0.0177,-2.9,564.3,0.5786,763.0,0.1997,0.5,604.87,0.6526,4.03,9.7,2.0,16.434187623780417,6.93,12.79,15.3,795.0,6.21,0.378
12,1.8,-10.8,12.7,1.71,284.3,281.8,2.1,48.0,0.3989,0.1591,4.4,1360.6,0.7511,901.0,0.4389,0.5,367.53,0.3758,4.62,13.0,1.0,18.56822945658875,7.95,15.13,16.4,795.0,8.34,0.328
1,-2.3,-12.1,9.8,0.98,246.3,252.6,0.3,28.0,0.2337,0.0546,-3.3,690.8,0.7191,875.0,0.3507,0.5,543.99,0.0138,4.44,12.5,1.0,16.382771538913357,7.64,13.46,15.3,795.0,5.84,0.444
2,4.3,-4.7,9.0,1.24,337.9,332.8,2.1,36.0,0.3,0.09,7.8,1216.5,0.7311,885.0,0.4769,0.5,278.45,0.0192,5.5,9.5,2.0,13.447652613222495,9.46,10.67,15.5,795.0,7.23,0.408
11,6.3,-4.5,10.8,1.35,303.3,293.0,1.3,41.0,0.3423,0.1172,12.9,1245.8,0.8399,972.0,0.3759,0.5,217.25,0.0614,4.8,12.0,4.0,14.291795144614106,8.26,10.19,16.1,795.0,7.6,0.564
12,0.3,-9.9,10.2,0.97,148.1,145.4,2.9,35.0,0.2905,0.0844,0.6,516.3,0.7973,938.0,0.3966,0.5,427.82,0.018,3.66,8.0,1.0,14.504669444124154,6.3,12.12,14.3,795.0,8.88,0.565
4,13.9,5.8,8.1,1.23,463.2,443.2,1.5,61.0,0.9065,0.8218,42.5,2828.3,0.9466,1057.0,0.7005,0.5,50.29,0.0165,5.63,10.0,1.0,16.327733583142173,9.69,13.6,16.6,2933.5,10.24,0.449
4,10.9,-1.4,12.2,0.66,445.2,431.2,3.5,25.0,0.2474,0.0612,13.8,1127.4,0.4903,692.0,0.27,0.5,102.77,0.1968,6.1,8.5,3.0,12.825639947281907,10.5,9.41,21.1,795.0,6.76,0.346
12,3.1,-5.3,8.4,0.96,179.1,175.5,2.7,34.0,0.2816,0.0793,5.2,605.2,0.7566,905.0,0.4207,0.5,321.52,0.0198,4.1,10.0,2.0,16.52431883813541,7.05,13.0,13.3,795.0,7.82,0.323
4,13.9,0.9,13.0,0.93,555.5,553.5,3.1,17.0,0.2564,0.0658,12.0,958.3,0.7012,861.0,0.2645,0.5,50.17,0.0284,5.9,11.0,1.0,16.36847760272893,10.15,13.44,22.7,795.0,7.42,0.419
2,1.7,-11.5,13.2,1.03,345.1,342.5,1.7,16.0,0.134,0.018,1.4,555.1,0.3588,587.0,0.2442,0.5,372.56,0.0044,4.82,8.0,4.0,14.302058391924367,8.29,9.81,19.5,795.0,6.12,0.417
11,6.7,-4.4,11.1,1.75,228.3,212.4,3.5,17.0,0.1436,0.0206,5.7,393.3,0.7961,937.0,0.2122,0.5,205.79,0.4225,4.25,10.6,1.0,19.5932262156784,7.31,15.93,14.2,795.0,6.45,0.385
3,6.0,-5.1,11.1,1.23,339.1,341.5,3.0,44.0,0.3707,0.1374,13.4,1508.3,0.9081,1026.0,0.4583,0.5,224.12,0.0157,5.8,14.6,4.0,8.278191309384637,9.98,5.74,17.2,795.0,8.47,0.359
1,-0.5,-8.8,8.3,1.44,254.4,260.5,2.7,42.0,0.3497,0.1223,-1.0,1067.6,0.4107,629.0,0.5642,0.5,460.76,0.1131,4.6,14.0,3.0,9.733704912789154,7.91,7.03,13.2,795.0,8.07,0.344
4,15.6,4.8,10.8,1.13,423.2,434.5,2.2,15.0,0.2583,0.0667,11.4,616.3,0.7838,927.0,0.292,0.5,28.69,0.0007,4.9,10.0,4.0,14.535620461559729,8.43,10.33,18.5,1468.8,6.98,0.373
3,2.4,-8.8,11.2,1.43,412.6,415.1,3.9,53.0,0.4437,0.1969,6.3,2197.1,0.6766,841.0,0.4241,0.5,347.44,0.1059,4.5,16.0,1.0,15.385216834641335,7.74,12.68,17.9,795.0,9.71,0.443
2,-0.1,-13.2,13.1,1.49,482.0,480.7,3.1,51.0,0.426,0.1815,-0.3,2464.3,0.701,861.0,0.5201,0.5,445.9,0.1557,3.83,8.0,3.0,16.83511663071967,6.59,12.59,20.3,795.0,7.24,0.366
3,9.4,-4.3,13.7,0.75,267.0,268.3,0.8,54.0,0.4504,0.2029,25.4,1443.1,0.6448,816.0,0.529,0.5,134.93,0.1229,4.5,9.8,3.0,14.514975298388679,7.74,10.8,19.4,795.0,7.09,0.386
3,5.6,-5.7,11.3,1.55,420.7,409.6,1.3,40.0,0.3311,0.1096,11.1,1671.7,0.8369,970.0,0.2707,0.5,237.23,0.1996,4.8,7.3,2.0,16.176112753852212,8.26,12.8,17.8,795.0,8.46,0.462
1,-4.1,-13.4,9.3,0.73,169.7,168.5,1.7,56.0,0.4641,0.2154,-11.4,945.1,0.6879,850.0,0.3688,0.5,629.56,0.138,4.2,9.3,4.0,18.324881049900554,7.23,13.09,14.5,795.0,8.72,0.461
11,4.7,-4.5,9.2,1.32,310.5,327.4,1.9,60.0,0.4997,0.2497,14.1,1862.2,0.5473,738.0,0.5592,0.5,266.03,0.0466,6.1,7.0,4.0,16.95731791748396,10.5,11.96,15.0,795.0,10.39,0.408
12,-0.7,-13.2,12.5,0.71,217.2,238.6,0.1,27.0,0.2277,0.0519,-1.0,593.6,0.6794,844.0,0.3222,0.5,470.77,0.1539,3.5,13.0,2.0,12.693763396957207,6.02,10.06,17.8,795.0,6.22,0.457
11,7.3,-1.7,9.0,0.88,279.2,268.0,1.1,28.0,0.2347,0.0551,10.3,786.6,0.6472,818.0,0.4346,0.5,186.4,0.0465,4.86,13.0,3.0,11.768705679630562,8.36,8.74,15.5,795.0,8.65,0.436
3,7.3,-4.8,12.1,0.76,447.0,472.9,3.4,35.0,0.2939,0.0864,12.8,1576.4,0.6649,832.0,0.2864,0.5,188.07,0.1174,4.4,13.0,2.0,18.838097196974402,7.57,14.66,20.8,795.0,8.99,0.488
4,17.9,9.5,8.4,1.06,414.2,414.7,2.3,42.0,0.8955,0.8019,37.3,1721.9,0.3581,586.0,0.6753,0.5,9.46,0.0012,4.92,16.0,1.0,11.958389773336155,8.47,9.86,16.6,2784.3,10.07,0.524
1,4.3,-8.9,13.2,0.78,282.6,278.6,2.7,62.0,0.5171,0.2674,13.3,1753.6,0.8791,1003.0,0.4956,0.5,278.96,0.1017,4.9,10.0,3.0,9.711778319894467,8.43,7.39,19.2,795.0,9.02,0.413
4,14.6,1.8,12.7,1.82,479.6,470.7,1.8,54.0,0.8697,0.7564,39.7,2609.2,0.7428,894.0,0.686,0.5,41.06,0.5143,5.6,16.9,3.0,16.238167075048647,9.64,12.17,19.1,2170.5,12.38,0.487
3,5.1,-7.3,12.4,1.93,554.9,570.2,0.8,45.0,0.3725,0.1387,11.4,2480.2,0.5015,701.0,0.49,0.5,253.12,0.6942,10.52,12.0,1.0,11.317230442944636,18.1,9.49,19.7,795.0,9.77,0.36
3,9.2,0.7,8.5,0.81,501.1,511.1,1.2,55.0,0.4608,0.2123,25.5,2771.2,0.6414,813.0,0.5339,0.5,138.36,0.0851,4.6,12.0,1.0,14.773257025921813,7.91,12.19,18.6,795.0,8.71,0.472
4,10.8,1.5,9.3,1.21,450.7,435.7,0.1,23.0,0.2236,0.05,12.5,1049.3,0.6672,834.0,0.4482,0.5,104.82,0.0124,5.4,14.7,2.0,17.530698257199667,9.29,13.68,17.5,795.0,5.93,0.433
12,1.2,-12.5,13.8,0.58,290.3,287.3,1.1,44.0,0.3666,0.1344,2.7,1276.9,0.5158,713.0,0.4686,0.5,391.04,0.2717,10.67,12.7,4.0,9.380428946120348,18.36,6.25,20.2,795.0,6.61,0.503
11,4.6,-6.0,10.6,0.3,201.9,195.8,3.9,39.0,0.327,0.1069,9.0,792.3,0.9277,1042.0,0.4724,0.5,269.17,0.6333,5.06,8.0,2.0,13.219358784040443,8.71,10.66,17.0,795.0,8.43,0.449
12,-3.4,-14.9,11.5,1.05,214.8,206.7,2.4,27.0,0.2241,0.0502,-4.6,577.7,0.8797,1004.0,0.4222,0.5,596.64,0.0027,4.8,11.2,3.0,13.386741325503367,8.26,10.14,16.1,795.0,7.97,0.409
11,13.2,4.1,9.0,1.28,173.0,185.6,2.0,58.0,0.7836,0.6141,37.9,997.7,0.7373,890.0,0.685,0.5,61.58,0.032,3.3,13.5,2.0,14.95894744982112,5.68,11.81,12.9,2527.1,10.42,0.527
3,8.2,-2.6,10.8,1.39,446.0,436.9,1.6,33.0,0.2735,0.0748,13.4,1463.7,0.7211,877.0,0.4431,0.5,164.68,0.0829,4.6,12.5,1.0,13.649129916641604,7.91,11.41,18.2,795.0,6.77,0.456
1,1.1,-12.2,13.3,1.19,296.3,300.4,3.2,45.0,0.3775,0.1425,2.4,1342.4,0.9055,1024.0,0.5789,0.5,397.3,0.0075,5.61,15.0,1.0,14.124495542038977,9.65,11.92,18.4,795.0,8.03,0.511
11,6.4,-5.0,11.4,1.77,345.4,328.0,1.8,23.0,0.1932,0.0373,7.4,800.7,0.3327,566.0,0.3448,0.5,212.89,0.4451,5.6,7.5,2.0,17.60470384629018,9.64,13.47,16.2,795.0,7.64,0.434
4,13.4,-0.5,13.9,1.37,413.9,410.5,0.5,14.0,0.1977,0.0391,9.4,582.2,0.6668,833.0,0.233,0.5,57.25,0.0719,6.7,6.4,4.0,14.962779810564237,11.53,10.56,20.2,1150.4,7.42,0.447
2,-0.3,-11.0,10.7,2.06,292.0,292.0,0.6,47.0,0.393,0.1544,-0.8,1376.9,0.7576,906.0,0.5097,0.5,455.72,0.9155,5.3,9.6,3.0,10.723381848443074,9.12,8.05,14.1,795.0,8.04,0.385
1,1.7,-12.2,14.0,0.59,221.0,219.1,2.2,50.0,0.4154,0.1725,4.3,1101.6,0.614,791.0,0.6036,0.5,371.54,0.2579,4.5,15.0,2.0,13.446122849120796,7.74,10.58,19.3,795.0,9.45,0.49
1,-7.0,-18.5,11.6,0.36,163.6,163.3,2.3,58.0,0.4822,0.2325,-20.2,946.8,0.4765,681.0,0.6287,0.5,782.62,0.546,5.57,8.0,1.0,18.664241824295505,9.58,14.98,17.1,795.0,8.75,0.347
2,0.7,-12.4,13.0,0.58,344.8,343.2,2.6,33.0,0.277,0.0767,1.1,1146.1,0.5017,701.0,0.3523,0.5,412.79,0.2674,1.0,12.0,4.0,12.994817319680603,1.72,8.95,20.5,795.0,8.57,0.364
4,10.5,0.7,9.8,1.16,548.7,554.2,0.7,26.0,0.2419,0.0585,13.9,1448.8,0.2573,506.0,0.5546,0.5,110.32,0.0031,6.19,10.0,2.0,14.205924512114988,10.65,10.86,19.5,795.0,8.47,0.465
3,7.3,-2.6,9.9,0.91,425.4,415.3,1.5,56.0,0.4635,0.2148,20.3,2366.0,0.4118,629.0,0.5323,0.5,188.03,0.0373,3.2,12.6,1.0,15.032233379028531,5.51,12.2,18.3,795.0,7.97,0.329
12,0.0,-8.1,8.1,1.3,378.4,375.4,0.5,14.0,0.1176,0.0138,0.0,534.2,0.6181,794.0,0.1899,0.5,439.97,0.0401,5.7,12.0,3.0,12.099322185765173,9.81,8.97,15.2,795.0,5.75,0.424
2,6.7,-2.4,9.1,1.02,466.0,461.3,3.8,55.0,0.461,0.2126,18.6,2578.1,0.3922,614.0,0.5194,0.5,203.4,0.0067,3.2,12.0,3.0,11.127937616151723,5.51,8.06,18.0,795.0,9.53,0.447
12,1.1,-9.7,10.9,1.65,384.1,379.9,2.7,31.0,0.2605,0.0679,1.8,1200.7,0.6533,823.0,0.3181,0.5,394.42,0.3055,6.26,14.0,2.0,10.067330751964441,10.77,8.07,16.6,795.0,7.52,0.434
3,5.5,-2.7,8.2,1.07,520.8,517.9,3.5,24.0,0.1995,0.0398,6.6,1246.7,0.7434,895.0,0.4362,0.5,239.05,0.0009,4.1,10.5,4.0,14.807798997434805,7.05,10.5,18.0,795.0,7.66,0.32
11,9.1,-1.5,10.5,0.55,318.3,295.1,3.1,26.0,0.2191,0.048,11.9,836.8,0.3742,599.0,0.3425,0.5,142.76,0.3005,4.96,9.9,1.0,10.373776937498121,8.53,8.68,18.1,795.0,8.29,0.391
11,4.6,-4.5,9.1,0.92,428.1,427.9,2.5,30.0,0.2505,0.0627,7.0,1286.6,0.7643,911.0,0.3048,0.5,267.48,0.0329,5.11,10.6,1.0,13.509098987531212,8.79,11.34,17.7,795.0,7.2,0.311
4,12.1,-1.4,13.5,1.21,511.1,501.4,0.1,58.0,0.6814,0.4643,34.9,2946.6,0.6308,805.0,0.6874,0.5,79.37,0.0118,6.7,9.1,3.0,14.895450119672265,11.53,11.08,21.8,2721.5,9.02,0.601
1,-2.4,-16.0,13.6,1.03,349.4,352.6,2.4,32.0,0.2667,0.0711,-3.8,1118.3,0.6464,817.0,0.2987,0.5,546.21,0.0051,5.42,12.0,1.0,13.243329009502839,9.33,11.05,19.9,795.0,7.36,0.458
3,10.4,-1.0,11.5,0.91,418.0,427.3,0.2,38.0,0.3455,0.1194,19.9,1595.4,0.7044,864.0,0.333,0.5,111.71,0.0372,3.81,11.0,2.0,20.652001055190397,6.56,16.05,19.5,795.0,7.99,0.498
1,-4.1,-16.6,12.5,1.21,334.0,326.3,0.7,31.0,0.2565,0.0658,-6.3,1028.1,0.6805,844.0,0.3498,0.5,629.42,0.0125,6.9,5.8,1.0,12.90659936224788,11.87,10.82,18.3,795.0,5.98,0.37
1,-1.4,-10.6,9.2,0.52,406.2,403.1,2.0,58.0,0.4838,0.234,-4.0,2358.1,0.4525,662.0,0.3956,0.5,501.21,0.3377,5.61,10.8,3.0,16.43374770673165,9.65,12.09,18.5,795.0,8.04,0.504
1,-2.6,-15.9,13.3,1.2,215.5,224.0,0.4,47.0,0.3896,0.1518,-6.1,1007.7,0.8543,983.0,0.5147,0.5,557.92,0.0102,5.5,15.0,1.0,15.482427452311176,9.46,12.9,17.2,795.0,7.4,0.442
12,1.3,-8.8,10.1,1.75,258.6,274.0,2.3,31.0,0.2581,0.0666,2.0,801.0,0.6793,843.0,0.3774,0.5,389.07,0.424,3.8,16.0,1.0,9.845540077663129,6.54,8.53,13.8,795.0,8.34,0.304
1,2.5,-6.9,9.4,1.11,277.4,274.1,1.0,43.0,0.357,0.1274,5.3,1188.1,0.6926,854.0,0.5207,0.5,342.38,0.0,4.6,8.6,3.0,12.6235540837309,7.91,9.42,15.2,795.0,7.56,0.364
12,4.3,-8.6,12.9,1.24,296.7,289.2,3.4,27.0,0.2234,0.0499,5.7,795.5,0.604,783.0,0.3253,0.5,279.63,0.0184,3.14,15.0,2.0,11.503217254753046,5.4,9.11,18.0,795.0,7.15,0.325
4,14.3,0.6,13.7,0.94,612.5,622.0,1.9,42.0,0.6496,0.422,29.9,2555.3,0.5081,706.0,0.5954,0.5,44.33,0.0256,4.45,9.5,4.0,17.127628346351386,7.66,12.05,24.1,2435.3,9.09,0.476
1,-1.0,-9.0,8.0,1.17,235.6,227.7,0.8,41.0,0.3398,0.1154,-2.0,960.7,0.5287,723.0,0.3482,0.5,483.81,0.0046,2.73,8.0,4.0,13.927970282158897,4.7,9.67,13.3,795.0,8.52,0.446
1,-4.7,-16.9,12.3,0.94,205.4,207.0,2.2,53.0,0.4384,0.1922,-12.2,1080.8,0.6578,826.0,0.5269,0.5,658.25,0.0262,4.9,9.2,2.0,11.490193254845675,8.43,9.14,16.9,795.0,8.66,0.529
4,14.5,6.3,8.3,0.92,629.9,648.3,1.9,31.0,0.4911,0.2411,22.5,1946.2,0.4975,698.0,0.4006,0.5,41.78,0.0314,5.8,13.0,2.0,5.483001892522745,9.98,4.51,20.1,1947.6,9.38,0.494
11,10.5,-3.4,13.9,1.37,291.3,285.5,1.0,59.0,0.5338,0.285,30.7,1708.2,0.574,759.0,0.439,0.5,111.04,0.073,4.2,12.0,1.0,20.457389402524875,7.23,16.4,18.3,795.0,9.01,0.503
1,-0.0,-13.8,13.8,0.72,352.3,373.5,3.2,36.0,0.2994,0.0897,-0.0,1265.8,0.7885,931.0,0.5245,0.5,442.11,0.1419,4.28,10.0,2.0,12.605161336533985,7.36,10.08,20.8,795.0,8.06,0.32
4,16.3,2.5,13.8,1.39,522.1,515.2,0.2,58.0,1.0,1.0,47.3,3032.6,0.654,823.0,0.6328,0.5,22.06,0.0869,5.52,9.0,3.0,15.300030781517158,9.5,11.4,21.7,3269.4,10.35,0.537
2,0.7,-11.2,11.9,0.86,371.4,382.9,0.3,35.0,0.2947,0.0868,1.2,1313.3,0.4802,684.0,0.4526,0.5,412.34,0.0592,5.17,10.7,3.0,13.538341990687924,8.9,9.94,19.3,795.0,6.1,0.346
3,4.5,-6.8,11.3,1.48,475.0,484.9,2.2,56.0,0.464,0.2153,12.6,2645.0,0.7858,929.0,0.4779,0.5,271.37,0.1443,3.7,13.0,1.0,11.001135669912193,6.37,9.48,18.8,795.0,9.53,0.43
4,14.6,1.0,13.6,0.78,504.6,527.6,0.4,24.0,0.3843,0.1477,17.5,1211.9,0.5512,741.0,0.4531,0.5,40.96,0.1051,3.86,11.0,3.0,8.79814609993789,6.64,6.44,22.8,1934.6,7.7,0.437
1,3.1,-10.0,13.1,1.53,222.0,222.7,1.7,33.0,0.2741,0.0752,5.2,730.3,0.6092,787.0,0.4147,0.5,318.87,0.1826,4.8,11.4,3.0,13.044117805546678,8.26,9.67,16.3,795.0,7.81,0.357
12,-1.0,-9.1,8.1,1.77,306.3,301.2,1.8,38.0,0.3134,0.0982,-1.9,1152.0,0.6933,855.0,0.3977,0.5,483.96,0.4435,5.4,7.7,1.0,11.686394458220224,9.29,9.92,13.0,795.0,8.2,0.513
1,1.5,-10.1,11.6,1.46,384.7,374.4,3.0,12.0,0.0965,0.0093,0.9,445.5,0.6065,785.0,0.3079,0.5,379.44,0.1302,6.32,10.0,3.0,10.97289062532325,10.87,8.11,17.7,795.0,7.37,0.288
4,10.9,1.2,9.7,1.5,572.4,587.2,0.7,51.0,0.5023,0.2523,27.8,2925.6,0.7051,864.0,0.5269,0.5,102.08,0.1604,3.8,8.0,4.0,19.673552037275183,6.54,14.12,18.9,795.0,7.12,0.527
12,-0.4,-10.5,10.1,0.91,205.2,212.7,3.6,59.0,0.4886,0.2388,-1.0,1203.4,0.6188,795.0,0.6823,0.5,456.0,0.0352,5.1,9.6,3.0,9.759912311269648,8.78,7.21,15.2,795.0,8.78,0.526
4,11.8,2.2,9.6,1.27,671.8,678.3,2.9,49.0,0.5475,0.2998,28.6,3258.8,0.5977,778.0,0.6327,0.5,85.16,0.0301,5.2,14.0,3.0,9.768995720160646,8.95,7.2,20.9,795.0,9.22,0.399
12,6.2,-6.8,13.0,0.83,262.2,259.3,3.3,44.0,0.3646,0.133,13.7,1147.1,0.829,963.0,0.4962,0.5,217.72,0.0716,4.1,11.4,3.0,15.233374507196578,7.05,11.49,18.6,795.0,8.2,0.399
1,0.7,-10.5,11.2,1.09,265.2,281.8,2.5,58.0,0.4827,0.233,2.0,1536.4,0.8017,941.0,0.4647,0.5,412.98,0.0002,3.2,18.2,1.0,11.225501530798592,5.51,9.66,16.5,795.0,8.71,0.445
3,5.7,-5.6,11.3,0.85,463.5,467.7,2.2,56.0,0.4663,0.2174,15.8,2593.3,0.8551,984.0,0.6124,0.5,235.21,0.0608,5.52,9.0,2.0,11.754484858753905,9.5,9.5,20.2,795.0,8.73,0.502
1,-2.2,-14.3,12.0,1.43,169.7,166.8,0.1,30.0,0.2535,0.0643,-3.4,516.2,0.6316,805.0,0.2048,0.5,539.81,0.11,5.91,17.0,1.0,12.506145348278569,10.17,10.48,14.9,795.0,6.65,0.338
2,1.6,-9.1,10.8,0.94,302.5,312.4,3.2,51.0,0.4228,0.1788,4.1,1534.7,0.5298,724.0,0.345,0.5,375.47,0.0242,5.14,14.8,2.0,10.537741317626281,8.84,8.33,17.1,795.0,10.36,0.429
4,14.8,2.2,12.6,1.23,473.3,474.1,2.8,52.0,0.8471,0.7176,38.4,2461.0,0.5328,726.0,0.687,0.5,38.75,0.0173,5.94,8.7,2.0,11.753153061646607,10.22,9.24,20.4,2842.4,9.74,0.488
3,8.3,-1.3,9.6,1.78,438.1,435.4,1.6,14.0,0.1128,0.0127,5.6,593.2,0.7413,893.0,0.4379,0.5,161.07,0.4573,4.1,14.9,2.0,14.71900171282937,7.05,11.63,16.1,795.0,6.0,0.291
3,10.2,-1.7,11.9,1.36,425.1,418.0,1.2,12.0,0.1043,0.0109,6.1,512.8,0.6636,831.0,0.2761,0.5,116.91,0.0653,5.7,12.0,4.0,16.110831341122935,9.81,11.41,18.8,795.0,4.86,0.382
12,1.2,-10.4,11.6,1.67,241.0,235.9,1.3,35.0,0.2881,0.083,2.1,833.1,0.6013,781.0,0.3327,0.5,392.54,0.3231,4.89,13.0,2.0,10.349389434235642,8.41,8.24,15.1,795.0,8.04,0.456
2,0.9,-8.5,9.3,0.69,368.7,372.2,2.8,56.0,0.4698,0.2207,2.5,2078.7,0.864,991.0,0.3437,0.5,404.18,0.1686,3.9,13.0,3.0,13.806436136637073,6.71,10.45,17.6,795.0,8.39,0.504
11,4.2,-9.7,13.9,0.89,298.9,304.9,0.3,58.0,0.48,0.2304,12.1,1721.6,0.7931,934.0,0.4953,0.5,281.91,0.0445,4.83,14.5,2.0,12.088808672426152,8.31,9.7,19.7,795.0,7.6,0.512
1,1.1,-11.8,13.0,1.04,267.6,265.8,0.8,57.0,0.471,0.2219,3.2,1512.9,0.625,800.0,0.454,0.5,394.65,0.0032,5.69,12.6,1.0,17.54064781004319,9.79,14.26,18.1,795.0,8.26,0.422
4,10.4,0.2,10.2,0.84,534.0,527.3,2.7,44.0,0.3917,0.1534,22.7,2344.3,0.5162,713.0,0.3746,0.5,113.35,0.0666,4.8,13.5,2.0,14.565883998624809,8.26,11.34,20.4,795.0,9.08,0.432
1,-4.1,-12.8,8.7,0.68,266.7,273.5,1.1,39.0,0.3226,0.104,-7.9,1032.2,0.8166,953.0,0.5075,0.5,628.02,0.1763,4.73,6.0,1.0,13.585108937979562,8.14,11.44,15.6,795.0,8.02,0.519
4,14.7,5.1,9.6,0.61,502.9,484.9,1.1,35.0,0.5708,0.3258,25.9,1768.0,0.5431,734.0,0.4947,0.5,39.18,0.2359,6.17,12.0,1.0,17.06097590298334,10.62,13.83,20.0,2446.3,8.08,0.44
12,2.6,-10.7,13.3,0.51,280.3,290.0,1.9,49.0,0.4122,0.1699,6.4,1386.2,0.688,850.0,0.4348,0.5,338.61,0.3455,4.8,11.0,3.0,9.77646658276997,8.26,7.28,19.9,795.0,7.78,0.478
12,5.6,-3.2,8.8,0.91,172.6,183.6,4.0,20.0,0.1632,0.0266,5.5,337.9,0.5672,754.0,0.2941,0.5,238.17,0.0366,3.5,12.5,1.0,18.50713156706897,6.02,14.93,13.7,795.0,8.54,0.379
1,0.9,-9.8,10.7,1.4,208.8,215.9,1.5,31.0,0.26,0.0676,1.3,651.5,0.5529,742.0,0.4808,0.5,405.6,0.0906,6.2,14.2,3.0,15.3110734890195,10.67,11.33,14.5,795.0,7.3,0.357
4,11.9,0.8,11.0,1.64,500.5,497.2,0.8,58.0,0.6691,0.4478,34.6,2916.6,0.5398,732.0,0.6528,0.5,83.0,0.2943,4.32,13.0,3.0,20.730789314200372,7.43,15.38,18.5,979.0,8.95,0.439
3,7.7,-6.0,13.7,1.41,316.4,314.0,1.2,47.0,0.3916,0.1533,18.0,1486.7,0.6892,851.0,0.478,0.5,177.73,0.099,3.9,11.4,3.0,11.709174909310578,6.71,8.73,18.4,795.0,8.25,0.5
11,5.8,-4.2,10.0,0.67,384.9,376.1,3.6,18.0,0.153,0.0234,5.3,706.7,0.6653,832.0,0.391,0.5,231.93,0.1863,4.07,12.3,2.0,20.163238505468613,7.0,15.65,18.4,795.0,8.4,0.419
2,2.8,-7.8,10.6,1.28,418.6,403.0,1.8,14.0,0.1147,0.0132,1.9,576.1,0.6291,803.0,0.3193,0.5,331.06,0.0337,4.0,12.0,3.0,13.663081999848679,6.88,10.15,17.8,795.0,8.27,0.349
2,6.2,-7.6,13.7,1.29,396.1,408.6,2.3,37.0,0.3083,0.0951,11.4,1465.3,0.6312,805.0,0.4673,0.5,220.31,0.0352,6.4,11.0,2.0,18.625753395370396,11.01,14.47,20.0,795.0,7.64,0.386
3,9.0,-0.0,9.0,1.46,458.5,476.6,2.1,12.0,0.1022,0.0104,5.5,562.4,0.5157,713.0,0.2865,0.5,143.98,0.1322,3.3,12.0,4.0,10.749655535928941,5.68,7.27,16.7,795.0,5.23,0.377
1,-5.8,-19.2,13.4,1.32,185.6,170.5,3.0,33.0,0.2743,0.0752,-9.5,611.1,0.7111,869.0,0.4273,0.5,717.03,0.0479,5.61,16.3,3.0,7.429154244706023,9.65,5.54,16.5,795.0,8.77,0.471
4,15.0,2.4,12.5,1.43,561.5,544.0,0.3,45.0,0.7444,0.5541,33.5,2519.7,0.62,796.0,0.5936,0.5,36.56,0.1064,6.1,16.4,1.0,14.097725683493797,10.5,11.67,21.2,2587.0,8.95,0.452
11,7.4,-3.3,10.7,1.62,274.0,257.2,0.6,43.0,0.3605,0.1299,16.0,1185.2,0.5518,741.0,0.4028,0.5,184.5,0.266,4.5,19.5,2.0,14.224541126664036,7.74,11.11,14.9,795.0,7.41,0.431
4,11.6,-0.4,12.0,1.25,615.0,591.4,2.6,26.0,0.29,0.0841,15.3,1622.3,0.5967,777.0,0.5285,0.5,88.44,0.0238,3.6,13.0,1.0,10.280293526623797,6.19,8.79,22.0,795.0,8.62,0.578
